Initialising...
Starting CloudSim version 3.0
Datacenter_0 is starting...
Datacenter_1 is starting...
Broker1 is starting...
Entities started.
0.0: Broker1: Cloud Resource List received with 2 resource(s)
0.1: Broker1: VM #174 has been created in Source DC, Host #0
0.1: Broker1: VM #455 has been created in Source DC, Host #1
0.1: Broker1: VM #599 has been created in Source DC, Host #2
0.1: Broker1: VM #263 has been created in Source DC, Host #3
0.1: Broker1: VM #176 has been created in Source DC, Host #4
0.1: Broker1: VM #65 has been created in Source DC, Host #5
0.1: Broker1: VM #311 has been created in Source DC, Host #6
0.1: Broker1: VM #358 has been created in Source DC, Host #7
0.1: Broker1: VM #221 has been created in Source DC, Host #8
0.1: Broker1: VM #373 has been created in Source DC, Host #9
0.1: Broker1: VM #52 has been created in Source DC, Host #10
0.1: Broker1: VM #573 has been created in Source DC, Host #11
0.1: Broker1: VM #222 has been created in Source DC, Host #12
0.1: Broker1: VM #389 has been created in Source DC, Host #13
0.1: Broker1: VM #1 has been created in Source DC, Host #14
0.1: Broker1: VM #127 has been created in Source DC, Host #15
0.1: Broker1: VM #465 has been created in Source DC, Host #16
0.1: Broker1: VM #466 has been created in Source DC, Host #17
0.1: Broker1: VM #19 has been created in Source DC, Host #18
0.1: Broker1: VM #126 has been created in Source DC, Host #19
0.1: Broker1: VM #82 has been created in Source DC, Host #20
0.1: Broker1: VM #551 has been created in Source DC, Host #21
0.1: Broker1: VM #247 has been created in Source DC, Host #22
0.1: Broker1: VM #165 has been created in Source DC, Host #23
0.1: Broker1: VM #441 has been created in Source DC, Host #24
0.1: Broker1: VM #571 has been created in Source DC, Host #25
0.1: Broker1: VM #280 has been created in Source DC, Host #26
0.1: Broker1: VM #214 has been created in Source DC, Host #27
0.1: Broker1: VM #443 has been created in Source DC, Host #28
0.1: Broker1: VM #501 has been created in Source DC, Host #29
0.1: Broker1: VM #79 has been created in Source DC, Host #30
0.1: Broker1: VM #125 has been created in Source DC, Host #31
0.1: Broker1: VM #331 has been created in Source DC, Host #32
0.1: Broker1: VM #340 has been created in Source DC, Host #33
0.1: Broker1: VM #461 has been created in Source DC, Host #34
0.1: Broker1: VM #226 has been created in Source DC, Host #35
0.1: Broker1: VM #26 has been created in Source DC, Host #36
0.1: Broker1: VM #307 has been created in Source DC, Host #37
0.1: Broker1: VM #513 has been created in Source DC, Host #38
0.1: Broker1: VM #85 has been created in Source DC, Host #39
0.1: Broker1: VM #404 has been created in Source DC, Host #40
0.1: Broker1: VM #364 has been created in Source DC, Host #41
0.1: Broker1: VM #206 has been created in Source DC, Host #42
0.1: Broker1: VM #570 has been created in Source DC, Host #43
0.1: Broker1: VM #313 has been created in Source DC, Host #44
0.1: Broker1: VM #293 has been created in Source DC, Host #45
0.1: Broker1: VM #253 has been created in Source DC, Host #46
0.1: Broker1: VM #284 has been created in Source DC, Host #47
0.1: Broker1: VM #72 has been created in Source DC, Host #48
0.1: Broker1: VM #286 has been created in Source DC, Host #49
0.1: Broker1: VM #262 has been created in Source DC, Host #50
0.1: Broker1: VM #440 has been created in Source DC, Host #51
0.1: Broker1: VM #83 has been created in Source DC, Host #52
0.1: Broker1: VM #534 has been created in Source DC, Host #53
0.1: Broker1: VM #129 has been created in Source DC, Host #54
0.1: Broker1: VM #103 has been created in Source DC, Host #55
0.1: Broker1: VM #141 has been created in Source DC, Host #56
0.1: Broker1: VM #540 has been created in Source DC, Host #57
0.1: Broker1: VM #28 has been created in Source DC, Host #58
0.1: Broker1: VM #576 has been created in Source DC, Host #59
0.1: Broker1: VM #457 has been created in Source DC, Host #60
0.1: Broker1: VM #60 has been created in Source DC, Host #61
0.1: Broker1: VM #121 has been created in Source DC, Host #62
0.1: Broker1: VM #475 has been created in Source DC, Host #63
0.1: Broker1: VM #74 has been created in Source DC, Host #64
0.1: Broker1: VM #353 has been created in Source DC, Host #65
0.1: Broker1: VM #564 has been created in Source DC, Host #66
0.1: Broker1: VM #61 has been created in Source DC, Host #67
0.1: Broker1: VM #375 has been created in Source DC, Host #68
0.1: Broker1: VM #223 has been created in Source DC, Host #69
0.1: Broker1: VM #415 has been created in Source DC, Host #70
0.1: Broker1: VM #371 has been created in Source DC, Host #71
0.1: Broker1: VM #235 has been created in Source DC, Host #72
0.1: Broker1: VM #111 has been created in Source DC, Host #73
0.1: Broker1: VM #456 has been created in Source DC, Host #74
0.1: Broker1: VM #328 has been created in Source DC, Host #75
0.1: Broker1: VM #326 has been created in Source DC, Host #76
0.1: Broker1: VM #436 has been created in Source DC, Host #77
0.1: Broker1: VM #198 has been created in Source DC, Host #78
0.1: Broker1: VM #181 has been created in Source DC, Host #79
0.1: Broker1: VM #225 has been created in Source DC, Host #80
0.1: Broker1: VM #314 has been created in Source DC, Host #81
0.1: Broker1: VM #249 has been created in Source DC, Host #82
0.1: Broker1: VM #12 has been created in Source DC, Host #83
0.1: Broker1: VM #438 has been created in Source DC, Host #84
0.1: Broker1: VM #277 has been created in Source DC, Host #85
0.1: Broker1: VM #347 has been created in Source DC, Host #86
0.1: Broker1: VM #173 has been created in Source DC, Host #87
0.1: Broker1: VM #170 has been created in Source DC, Host #88
0.1: Broker1: VM #596 has been created in Source DC, Host #89
0.1: Broker1: VM #382 has been created in Source DC, Host #90
0.1: Broker1: VM #394 has been created in Source DC, Host #91
0.1: Broker1: VM #11 has been created in Source DC, Host #92
0.1: Broker1: VM #154 has been created in Source DC, Host #93
0.1: Broker1: VM #258 has been created in Source DC, Host #94
0.1: Broker1: VM #469 has been created in Source DC, Host #95
0.1: Broker1: VM #529 has been created in Source DC, Host #96
0.1: Broker1: VM #250 has been created in Source DC, Host #97
0.1: Broker1: VM #149 has been created in Source DC, Host #98
0.1: Broker1: VM #91 has been created in Source DC, Host #99
0.1: Broker1: VM #68 has been created in Source DC, Host #100
0.1: Broker1: VM #502 has been created in Source DC, Host #101
0.1: Broker1: VM #359 has been created in Source DC, Host #102
0.1: Broker1: VM #301 has been created in Source DC, Host #103
0.1: Broker1: VM #351 has been created in Source DC, Host #104
0.1: Broker1: VM #239 has been created in Source DC, Host #105
0.1: Broker1: VM #2 has been created in Source DC, Host #106
0.1: Broker1: VM #22 has been created in Source DC, Host #107
0.1: Broker1: VM #523 has been created in Source DC, Host #108
0.1: Broker1: VM #366 has been created in Source DC, Host #109
