Initialising...
Starting CloudSim version 3.0
Datacenter_0 is starting...
Datacenter_1 is starting...
Broker1 is starting...
Entities started.
0.0: Broker1: Cloud Resource List received with 2 resource(s)
0.1: Broker1: VM #270 has been created in Source DC, Host #0
0.1: Broker1: VM #453 has been created in Source DC, Host #1
0.1: Broker1: VM #582 has been created in Source DC, Host #2
0.1: Broker1: VM #252 has been created in Source DC, Host #3
0.1: Broker1: VM #338 has been created in Source DC, Host #4
0.1: Broker1: VM #147 has been created in Source DC, Host #5
0.1: Broker1: VM #140 has been created in Source DC, Host #6
0.1: Broker1: VM #291 has been created in Source DC, Host #7
0.1: Broker1: VM #560 has been created in Source DC, Host #8
0.1: Broker1: VM #493 has been created in Source DC, Host #9
0.1: Broker1: VM #223 has been created in Source DC, Host #10
0.1: Broker1: VM #227 has been created in Source DC, Host #11
0.1: Broker1: VM #303 has been created in Source DC, Host #12
0.1: Broker1: VM #445 has been created in Source DC, Host #13
0.1: Broker1: VM #418 has been created in Source DC, Host #14
0.1: Broker1: VM #548 has been created in Source DC, Host #15
0.1: Broker1: VM #451 has been created in Source DC, Host #16
0.1: Broker1: VM #89 has been created in Source DC, Host #17
0.1: Broker1: VM #550 has been created in Source DC, Host #18
0.1: Broker1: VM #46 has been created in Source DC, Host #19
0.1: Broker1: VM #475 has been created in Source DC, Host #20
0.1: Broker1: VM #196 has been created in Source DC, Host #21
0.1: Broker1: VM #108 has been created in Source DC, Host #22
0.1: Broker1: VM #299 has been created in Source DC, Host #23
0.1: Broker1: VM #590 has been created in Source DC, Host #24
0.1: Broker1: VM #66 has been created in Source DC, Host #25
0.1: Broker1: VM #398 has been created in Source DC, Host #26
0.1: Broker1: VM #371 has been created in Source DC, Host #27
0.1: Broker1: VM #169 has been created in Source DC, Host #28
0.1: Broker1: VM #504 has been created in Source DC, Host #29
0.1: Broker1: VM #374 has been created in Source DC, Host #30
0.1: Broker1: VM #469 has been created in Source DC, Host #31
0.1: Broker1: VM #58 has been created in Source DC, Host #32
0.1: Broker1: VM #192 has been created in Source DC, Host #33
0.1: Broker1: VM #409 has been created in Source DC, Host #34
0.1: Broker1: VM #443 has been created in Source DC, Host #35
0.1: Broker1: VM #100 has been created in Source DC, Host #36
0.1: Broker1: VM #385 has been created in Source DC, Host #37
0.1: Broker1: VM #165 has been created in Source DC, Host #38
0.1: Broker1: VM #292 has been created in Source DC, Host #39
0.1: Broker1: VM #143 has been created in Source DC, Host #40
0.1: Broker1: VM #394 has been created in Source DC, Host #41
0.1: Broker1: VM #377 has been created in Source DC, Host #42
0.1: Broker1: VM #427 has been created in Source DC, Host #43
0.1: Broker1: VM #285 has been created in Source DC, Host #44
0.1: Broker1: VM #198 has been created in Source DC, Host #45
0.1: Broker1: VM #512 has been created in Source DC, Host #46
0.1: Broker1: VM #126 has been created in Source DC, Host #47
0.1: Broker1: VM #497 has been created in Source DC, Host #48
0.1: Broker1: VM #226 has been created in Source DC, Host #49
0.1: Broker1: VM #506 has been created in Source DC, Host #50
0.1: Broker1: VM #402 has been created in Source DC, Host #51
0.1: Broker1: VM #239 has been created in Source DC, Host #52
0.1: Broker1: VM #326 has been created in Source DC, Host #53
0.1: Broker1: VM #496 has been created in Source DC, Host #54
0.1: Broker1: VM #250 has been created in Source DC, Host #55
0.1: Broker1: VM #129 has been created in Source DC, Host #56
0.1: Broker1: VM #591 has been created in Source DC, Host #57
0.1: Broker1: VM #448 has been created in Source DC, Host #58
0.1: Broker1: VM #554 has been created in Source DC, Host #59
0.1: Broker1: VM #480 has been created in Source DC, Host #60
0.1: Broker1: VM #330 has been created in Source DC, Host #61
0.1: Broker1: VM #533 has been created in Source DC, Host #62
0.1: Broker1: VM #179 has been created in Source DC, Host #63
0.1: Broker1: VM #389 has been created in Source DC, Host #64
0.1: Broker1: VM #333 has been created in Source DC, Host #65
0.1: Broker1: VM #267 has been created in Source DC, Host #66
0.1: Broker1: VM #473 has been created in Source DC, Host #67
0.1: Broker1: VM #420 has been created in Source DC, Host #68
0.1: Broker1: VM #598 has been created in Source DC, Host #69
0.1: Broker1: VM #570 has been created in Source DC, Host #70
0.1: Broker1: VM #115 has been created in Source DC, Host #71
0.1: Broker1: VM #460 has been created in Source DC, Host #72
0.1: Broker1: VM #568 has been created in Source DC, Host #73
0.1: Broker1: VM #334 has been created in Source DC, Host #74
0.1: Broker1: VM #105 has been created in Source DC, Host #75
0.1: Broker1: VM #501 has been created in Source DC, Host #76
0.1: Broker1: VM #52 has been created in Source DC, Host #77
0.1: Broker1: VM #167 has been created in Source DC, Host #78
0.1: Broker1: VM #224 has been created in Source DC, Host #79
0.1: Broker1: VM #272 has been created in Source DC, Host #80
