Initialising...
Starting CloudSim version 3.0
Datacenter_0 is starting...
Datacenter_1 is starting...
Broker1 is starting...
Entities started.
0.0: Broker1: Cloud Resource List received with 2 resource(s)
0.1: Broker1: VM #314 has been created in Source DC, Host #0
0.1: Broker1: VM #525 has been created in Source DC, Host #1
0.1: Broker1: VM #401 has been created in Source DC, Host #2
0.1: Broker1: VM #460 has been created in Source DC, Host #3
0.1: Broker1: VM #234 has been created in Source DC, Host #4
0.1: Broker1: VM #568 has been created in Source DC, Host #5
0.1: Broker1: VM #547 has been created in Source DC, Host #6
0.1: Broker1: VM #553 has been created in Source DC, Host #7
0.1: Broker1: VM #107 has been created in Source DC, Host #8
0.1: Broker1: VM #451 has been created in Source DC, Host #9
0.1: Broker1: VM #33 has been created in Source DC, Host #10
0.1: Broker1: VM #265 has been created in Source DC, Host #11
0.1: Broker1: VM #50 has been created in Source DC, Host #12
0.1: Broker1: VM #215 has been created in Source DC, Host #13
0.1: Broker1: VM #271 has been created in Source DC, Host #14
0.1: Broker1: VM #171 has been created in Source DC, Host #15
0.1: Broker1: VM #11 has been created in Source DC, Host #16
0.1: Broker1: VM #13 has been created in Source DC, Host #17
0.1: Broker1: VM #514 has been created in Source DC, Host #18
0.1: Broker1: VM #528 has been created in Source DC, Host #19
0.1: Broker1: VM #235 has been created in Source DC, Host #20
0.1: Broker1: VM #331 has been created in Source DC, Host #21
0.1: Broker1: VM #516 has been created in Source DC, Host #22
0.1: Broker1: VM #519 has been created in Source DC, Host #23
0.1: Broker1: VM #257 has been created in Source DC, Host #24
0.1: Broker1: VM #318 has been created in Source DC, Host #25
0.1: Broker1: VM #104 has been created in Source DC, Host #26
0.1: Broker1: VM #68 has been created in Source DC, Host #27
0.1: Broker1: VM #67 has been created in Source DC, Host #28
0.1: Broker1: VM #490 has been created in Source DC, Host #29
0.1: Broker1: VM #423 has been created in Source DC, Host #30
0.1: Broker1: VM #531 has been created in Source DC, Host #31
0.1: Broker1: VM #45 has been created in Source DC, Host #32
