Initialising...
Starting CloudSim version 3.0
Datacenter_0 is starting...
Datacenter_1 is starting...
Broker1 is starting...
Entities started.
0.0: Broker1: Cloud Resource List received with 2 resource(s)
0.1: Broker1: VM #214 has been created in Source DC, Host #0
0.1: Broker1: VM #37 has been created in Source DC, Host #1
0.1: Broker1: VM #241 has been created in Source DC, Host #2
0.1: Broker1: VM #114 has been created in Source DC, Host #3
0.1: Broker1: VM #522 has been created in Source DC, Host #4
0.1: Broker1: VM #145 has been created in Source DC, Host #5
0.1: Broker1: VM #33 has been created in Source DC, Host #6
0.1: Broker1: VM #518 has been created in Source DC, Host #7
0.1: Broker1: VM #180 has been created in Source DC, Host #8
0.1: Broker1: VM #507 has been created in Source DC, Host #9
0.1: Broker1: VM #451 has been created in Source DC, Host #10
0.1: Broker1: VM #381 has been created in Source DC, Host #11
0.1: Broker1: VM #302 has been created in Source DC, Host #12
0.1: Broker1: VM #523 has been created in Source DC, Host #13
0.1: Broker1: VM #439 has been created in Source DC, Host #14
0.1: Broker1: VM #111 has been created in Source DC, Host #15
0.1: Broker1: VM #433 has been created in Source DC, Host #16
0.1: Broker1: VM #525 has been created in Source DC, Host #17
0.1: Broker1: VM #498 has been created in Source DC, Host #18
0.1: Broker1: VM #122 has been created in Source DC, Host #19
0.1: Broker1: VM #170 has been created in Source DC, Host #20
0.1: Broker1: VM #360 has been created in Source DC, Host #21
0.1: Broker1: VM #440 has been created in Source DC, Host #22
0.1: Broker1: VM #230 has been created in Source DC, Host #23
0.1: Broker1: VM #572 has been created in Source DC, Host #24
0.1: Broker1: VM #22 has been created in Source DC, Host #25
0.1: Broker1: VM #314 has been created in Source DC, Host #26
0.1: Broker1: VM #553 has been created in Source DC, Host #27
0.1: Broker1: VM #566 has been created in Source DC, Host #28
0.1: Broker1: VM #349 has been created in Source DC, Host #29
0.1: Broker1: VM #141 has been created in Source DC, Host #30
0.1: Broker1: VM #504 has been created in Source DC, Host #31
0.1: Broker1: VM #116 has been created in Source DC, Host #32
0.1: Broker1: VM #281 has been created in Source DC, Host #33
0.1: Broker1: VM #7 has been created in Source DC, Host #34
0.1: Broker1: VM #80 has been created in Source DC, Host #35
0.1: Broker1: VM #95 has been created in Source DC, Host #36
0.1: Broker1: VM #163 has been created in Source DC, Host #37
0.1: Broker1: VM #118 has been created in Source DC, Host #38
0.1: Broker1: VM #325 has been created in Source DC, Host #39
0.1: Broker1: VM #401 has been created in Source DC, Host #40
0.1: Broker1: VM #338 has been created in Source DC, Host #41
0.1: Broker1: VM #596 has been created in Source DC, Host #42
0.1: Broker1: VM #201 has been created in Source DC, Host #43
0.1: Broker1: VM #178 has been created in Source DC, Host #44
0.1: Broker1: VM #294 has been created in Source DC, Host #45
0.1: Broker1: VM #389 has been created in Source DC, Host #46
0.1: Broker1: VM #292 has been created in Source DC, Host #47
0.1: Broker1: VM #297 has been created in Source DC, Host #48
0.1: Broker1: VM #204 has been created in Source DC, Host #49
