Initialising...
Starting CloudSim version 3.0
Datacenter_0 is starting...
Datacenter_1 is starting...
Broker1 is starting...
Entities started.
0.0: Broker1: Cloud Resource List received with 2 resource(s)
0.1: Broker1: VM #496 has been created in Source DC, Host #0
0.1: Broker1: VM #586 has been created in Source DC, Host #1
0.1: Broker1: VM #530 has been created in Source DC, Host #2
0.1: Broker1: VM #301 has been created in Source DC, Host #3
0.1: Broker1: VM #12 has been created in Source DC, Host #4
0.1: Broker1: VM #92 has been created in Source DC, Host #5
0.1: Broker1: VM #40 has been created in Source DC, Host #6
0.1: Broker1: VM #165 has been created in Source DC, Host #7
0.1: Broker1: VM #399 has been created in Source DC, Host #8
0.1: Broker1: VM #532 has been created in Source DC, Host #9
0.1: Broker1: VM #502 has been created in Source DC, Host #10
0.1: Broker1: VM #276 has been created in Source DC, Host #11
0.1: Broker1: VM #415 has been created in Source DC, Host #12
0.1: Broker1: VM #578 has been created in Source DC, Host #13
0.1: Broker1: VM #84 has been created in Source DC, Host #14
0.1: Broker1: VM #351 has been created in Source DC, Host #15
0.1: Broker1: VM #68 has been created in Source DC, Host #16
0.1: Broker1: VM #503 has been created in Source DC, Host #17
0.1: Broker1: VM #228 has been created in Source DC, Host #18
0.1: Broker1: VM #416 has been created in Source DC, Host #19
0.1: Broker1: VM #95 has been created in Source DC, Host #20
0.1: Broker1: VM #387 has been created in Source DC, Host #21
0.1: Broker1: VM #436 has been created in Source DC, Host #22
0.1: Broker1: VM #577 has been created in Source DC, Host #23
0.1: Broker1: VM #361 has been created in Source DC, Host #24
0.1: Broker1: VM #407 has been created in Source DC, Host #25
0.1: Broker1: VM #141 has been created in Source DC, Host #26
0.1: Broker1: VM #184 has been created in Source DC, Host #27
0.1: Broker1: VM #110 has been created in Source DC, Host #28
0.1: Broker1: VM #357 has been created in Source DC, Host #29
0.1: Broker1: VM #255 has been created in Source DC, Host #30
0.1: Broker1: VM #162 has been created in Source DC, Host #31
0.1: Broker1: VM #362 has been created in Source DC, Host #32
0.1: Broker1: VM #344 has been created in Source DC, Host #33
0.1: Broker1: VM #554 has been created in Source DC, Host #34
0.1: Broker1: VM #1 has been created in Source DC, Host #35
0.1: Broker1: VM #43 has been created in Source DC, Host #36
0.1: Broker1: VM #371 has been created in Source DC, Host #37
0.1: Broker1: VM #376 has been created in Source DC, Host #38
0.1: Broker1: VM #87 has been created in Source DC, Host #39
0.1: Broker1: VM #565 has been created in Source DC, Host #40
0.1: Broker1: VM #366 has been created in Source DC, Host #41
0.1: Broker1: VM #455 has been created in Source DC, Host #42
0.1: Broker1: VM #391 has been created in Source DC, Host #43
0.1: Broker1: VM #99 has been created in Source DC, Host #44
0.1: Broker1: VM #154 has been created in Source DC, Host #45
0.1: Broker1: VM #305 has been created in Source DC, Host #46
0.1: Broker1: VM #575 has been created in Source DC, Host #47
0.1: Broker1: VM #201 has been created in Source DC, Host #48
0.1: Broker1: VM #89 has been created in Source DC, Host #49
0.1: Broker1: VM #325 has been created in Source DC, Host #50
0.1: Broker1: VM #113 has been created in Source DC, Host #51
0.1: Broker1: VM #119 has been created in Source DC, Host #52
0.1: Broker1: VM #220 has been created in Source DC, Host #53
0.1: Broker1: VM #512 has been created in Source DC, Host #54
0.1: Broker1: VM #74 has been created in Source DC, Host #55
0.1: Broker1: VM #282 has been created in Source DC, Host #56
0.1: Broker1: VM #0 has been created in Source DC, Host #57
0.1: Broker1: VM #182 has been created in Source DC, Host #58
0.1: Broker1: VM #511 has been created in Source DC, Host #59
0.1: Broker1: VM #465 has been created in Source DC, Host #60
0.1: Broker1: VM #383 has been created in Source DC, Host #61
0.1: Broker1: VM #27 has been created in Source DC, Host #62
0.1: Broker1: VM #230 has been created in Source DC, Host #63
0.1: Broker1: VM #421 has been created in Source DC, Host #64
0.1: Broker1: VM #504 has been created in Source DC, Host #65
0.1: Broker1: VM #356 has been created in Source DC, Host #66
0.1: Broker1: VM #52 has been created in Source DC, Host #67
0.1: Broker1: VM #343 has been created in Source DC, Host #68
0.1: Broker1: VM #147 has been created in Source DC, Host #69
0.1: Broker1: VM #210 has been created in Source DC, Host #70
0.1: Broker1: VM #284 has been created in Source DC, Host #71
0.1: Broker1: VM #382 has been created in Source DC, Host #72
0.1: Broker1: VM #445 has been created in Source DC, Host #73
0.1: Broker1: VM #405 has been created in Source DC, Host #74
0.1: Broker1: VM #396 has been created in Source DC, Host #75
0.1: Broker1: VM #149 has been created in Source DC, Host #76
0.1: Broker1: VM #423 has been created in Source DC, Host #77
0.1: Broker1: VM #126 has been created in Source DC, Host #78
0.1: Broker1: VM #229 has been created in Source DC, Host #79
0.1: Broker1: VM #581 has been created in Source DC, Host #80
0.1: Broker1: VM #341 has been created in Source DC, Host #81
0.1: Broker1: VM #109 has been created in Source DC, Host #82
0.1: Broker1: VM #498 has been created in Source DC, Host #83
0.1: Broker1: VM #102 has been created in Source DC, Host #84
0.1: Broker1: VM #233 has been created in Source DC, Host #85
0.1: Broker1: VM #290 has been created in Source DC, Host #86
0.1: Broker1: VM #314 has been created in Source DC, Host #87
0.1: Broker1: VM #427 has been created in Source DC, Host #88
0.1: Broker1: VM #122 has been created in Source DC, Host #89
0.1: Broker1: VM #561 has been created in Source DC, Host #90
0.1: Broker1: VM #585 has been created in Source DC, Host #91
0.1: Broker1: VM #217 has been created in Source DC, Host #92
0.1: Broker1: VM #469 has been created in Source DC, Host #93
0.1: Broker1: VM #151 has been created in Source DC, Host #94
0.1: Broker1: VM #458 has been created in Source DC, Host #95
0.1: Broker1: VM #71 has been created in Source DC, Host #96
0.1: Broker1: VM #218 has been created in Source DC, Host #97
0.1: Broker1: VM #254 has been created in Source DC, Host #98
0.1: Broker1: VM #54 has been created in Source DC, Host #99
0.1: Broker1: VM #430 has been created in Source DC, Host #100
0.1: Broker1: VM #144 has been created in Source DC, Host #101
0.1: Broker1: VM #267 has been created in Source DC, Host #102
0.1: Broker1: VM #85 has been created in Source DC, Host #103
0.1: Broker1: VM #270 has been created in Source DC, Host #104
0.1: Broker1: VM #280 has been created in Source DC, Host #105
0.1: Broker1: VM #506 has been created in Source DC, Host #106
0.1: Broker1: VM #471 has been created in Source DC, Host #107
0.1: Broker1: VM #281 has been created in Source DC, Host #108
0.1: Broker1: VM #353 has been created in Source DC, Host #109
0.1: Broker1: VM #559 has been created in Source DC, Host #110
0.1: Broker1: VM #367 has been created in Source DC, Host #111
0.1: Broker1: VM #555 has been created in Source DC, Host #112
0.1: Broker1: VM #349 has been created in Source DC, Host #113
0.1: Broker1: VM #526 has been created in Source DC, Host #114
0.1: Broker1: VM #272 has been created in Source DC, Host #115
0.1: Broker1: VM #373 has been created in Source DC, Host #116
0.1: Broker1: VM #55 has been created in Source DC, Host #117
0.1: Broker1: VM #45 has been created in Source DC, Host #118
0.1: Broker1: VM #215 has been created in Source DC, Host #119
0.1: Broker1: VM #304 has been created in Source DC, Host #120
0.1: Broker1: VM #291 has been created in Source DC, Host #121
0.1: Broker1: VM #328 has been created in Source DC, Host #122
0.1: Broker1: VM #456 has been created in Source DC, Host #123
