Initialising...
Starting CloudSim version 3.0
Datacenter_0 is starting...
Datacenter_1 is starting...
Broker1 is starting...
Entities started.
0.0: Broker1: Cloud Resource List received with 2 resource(s)
0.1: Broker1: VM #570 has been created in Source DC, Host #0
0.1: Broker1: VM #72 has been created in Source DC, Host #1
0.1: Broker1: VM #401 has been created in Source DC, Host #2
0.1: Broker1: VM #461 has been created in Source DC, Host #3
0.1: Broker1: VM #402 has been created in Source DC, Host #4
0.1: Broker1: VM #467 has been created in Source DC, Host #5
0.1: Broker1: VM #174 has been created in Source DC, Host #6
0.1: Broker1: VM #429 has been created in Source DC, Host #7
0.1: Broker1: VM #209 has been created in Source DC, Host #8
0.1: Broker1: VM #480 has been created in Source DC, Host #9
0.1: Broker1: VM #182 has been created in Source DC, Host #10
0.1: Broker1: VM #188 has been created in Source DC, Host #11
0.1: Broker1: VM #337 has been created in Source DC, Host #12
0.1: Broker1: VM #122 has been created in Source DC, Host #13
0.1: Broker1: VM #234 has been created in Source DC, Host #14
0.1: Broker1: VM #437 has been created in Source DC, Host #15
0.1: Broker1: VM #22 has been created in Source DC, Host #16
0.1: Broker1: VM #270 has been created in Source DC, Host #17
0.1: Broker1: VM #186 has been created in Source DC, Host #18
0.1: Broker1: VM #405 has been created in Source DC, Host #19
0.1: Broker1: VM #32 has been created in Source DC, Host #20
0.1: Broker1: VM #242 has been created in Source DC, Host #21
0.1: Broker1: VM #201 has been created in Source DC, Host #22
0.1: Broker1: VM #50 has been created in Source DC, Host #23
0.1: Broker1: VM #542 has been created in Source DC, Host #24
0.1: Broker1: VM #491 has been created in Source DC, Host #25
0.1: Broker1: VM #163 has been created in Source DC, Host #26
0.1: Broker1: VM #430 has been created in Source DC, Host #27
0.1: Broker1: VM #269 has been created in Source DC, Host #28
0.1: Broker1: VM #115 has been created in Source DC, Host #29
0.1: Broker1: VM #164 has been created in Source DC, Host #30
0.1: Broker1: VM #14 has been created in Source DC, Host #31
0.1: Broker1: VM #471 has been created in Source DC, Host #32
0.1: Broker1: VM #91 has been created in Source DC, Host #33
0.1: Broker1: VM #162 has been created in Source DC, Host #34
0.1: Broker1: VM #101 has been created in Source DC, Host #35
0.1: Broker1: VM #578 has been created in Source DC, Host #36
0.1: Broker1: VM #528 has been created in Source DC, Host #37
0.1: Broker1: VM #135 has been created in Source DC, Host #38
0.1: Broker1: VM #175 has been created in Source DC, Host #39
0.1: Broker1: VM #46 has been created in Source DC, Host #40
0.1: Broker1: VM #302 has been created in Source DC, Host #41
0.1: Broker1: VM #258 has been created in Source DC, Host #42
0.1: Broker1: VM #390 has been created in Source DC, Host #43
0.1: Broker1: VM #469 has been created in Source DC, Host #44
0.1: Broker1: VM #194 has been created in Source DC, Host #45
0.1: Broker1: VM #527 has been created in Source DC, Host #46
0.1: Broker1: VM #303 has been created in Source DC, Host #47
0.1: Broker1: VM #44 has been created in Source DC, Host #48
0.1: Broker1: VM #579 has been created in Source DC, Host #49
0.1: Broker1: VM #339 has been created in Source DC, Host #50
0.1: Broker1: VM #127 has been created in Source DC, Host #51
0.1: Broker1: VM #126 has been created in Source DC, Host #52
0.1: Broker1: VM #365 has been created in Source DC, Host #53
0.1: Broker1: VM #396 has been created in Source DC, Host #54
0.1: Broker1: VM #35 has been created in Source DC, Host #55
0.1: Broker1: VM #566 has been created in Source DC, Host #56
0.1: Broker1: VM #189 has been created in Source DC, Host #57
0.1: Broker1: VM #202 has been created in Source DC, Host #58
0.1: Broker1: VM #13 has been created in Source DC, Host #59
0.1: Broker1: VM #567 has been created in Source DC, Host #60
0.1: Broker1: VM #316 has been created in Source DC, Host #61
0.1: Broker1: VM #323 has been created in Source DC, Host #62
0.1: Broker1: VM #419 has been created in Source DC, Host #63
0.1: Broker1: VM #171 has been created in Source DC, Host #64
0.1: Broker1: VM #447 has been created in Source DC, Host #65
0.1: Broker1: VM #62 has been created in Source DC, Host #66
0.1: Broker1: VM #69 has been created in Source DC, Host #67
0.1: Broker1: VM #298 has been created in Source DC, Host #68
0.1: Broker1: VM #598 has been created in Source DC, Host #69
0.1: Broker1: VM #538 has been created in Source DC, Host #70
0.1: Broker1: VM #493 has been created in Source DC, Host #71
0.1: Broker1: VM #450 has been created in Source DC, Host #72
0.1: Broker1: VM #366 has been created in Source DC, Host #73
0.1: Broker1: VM #266 has been created in Source DC, Host #74
0.1: Broker1: VM #280 has been created in Source DC, Host #75
0.1: Broker1: VM #411 has been created in Source DC, Host #76
